months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,policy_bind_year
64,35,OH,C,1000,1542.25,0,FEMALE,High School,movies,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,14,3,YES,2,1,YES,9100,4600,39000,Saab,2013,N,2002
15,34,OH,A,500,918.83,2000000,MALE,Masters,sleeping,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,12,4,NO,2,4,NO,10800,8600,4800,Dodge,1998,N,2003
206,43,IN,A,1000,872.93,0,FEMALE,MD,golf,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,14,3,NO,2,2,YES,6600,14000,52400,Accura,1993,N,2004
475,54,IL,A,1000,1519.93,0,FEMALE,High School,reading,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,4,1,YES,2,0,YES,8890,14800,40250,Suburu,2003,N,1999
38,44,OH,A,500,1076.23,1000000,FEMALE,College,chess,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,15,4,?,2,1,YES,0,15500,36530,Ford,2003,N,2005
320,56,OH,B,500,1141.52,0,FEMALE,College,exercise,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,18,1,NO,2,0,NO,7000,9410,12740,Jeep,2014,N,2008
299,52,IN,B,500,1584.33,5000000,MALE,JD,hiking,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,17,4,NO,2,3,NO,5380,10780,46300,Mercedes,2003,N,2009
291,41,IL,A,2000,1250.74,3000000,FEMALE,High School,skydiving,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,23,1,NO,2,1,NO,12240,15290,39500,Chevrolet,2003,N,2008
214,36,OH,C,1000,1464.2,6000000,FEMALE,Associate,video-games,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,0,1,NO,0,1,NO,14740,5600,64880,Accura,1998,N,2009
517,37,OH,A,2000,1391.5,0,FEMALE,Associate,movies,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,14,1,YES,1,3,NO,7100,10900,44600,BMW,2002,N,2008
233,46,OH,C,1000,1161.59,0,FEMALE,College,golf,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,14,4,NO,1,1,YES,12370,8130,65400,Suburu,1993,N,2010
338,43,IL,A,2000,1408.92,7000000,FEMALE,High School,kayaking,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,8,3,NO,1,1,YES,2830,14100,70600,Suburu,2013,N,2013
92,27,OH,B,2000,1011.69,2000000,FEMALE,College,movies,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,10,4,YES,1,0,NO,7000,20400,60400,Accura,1991,N,2008
222,50,OH,C,1000,860.89,4000000,MALE,JD,dancing,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,15,2,NO,2,3,YES,3120,3500,5400,Volkswagen,2008,N,2007
158,37,OH,A,1000,951.81,1000000,FEMALE,High School,base-jumping,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,6,1,NO,0,3,YES,4880,6030,32950,Honda,2002,N,2014
436,61,OH,B,500,1067.72,1000000,MALE,JD,camping,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,19,2,?,2,4,YES,17200,3500,51800,Honda,2008,N,2007
144,41,IL,A,1000,1686.81,1000000,FEMALE,PhD,golf,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,12,1,NO,2,1,YES,4970,0,36000,Toyota,2014,N,1997
415,53,IL,C,500,1744.79,0,MALE,High School,bungie-jumping,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,18,2,YES,2,3,NO,10560,9980,34690,Saab,2003,N,2014
296,46,IL,A,500,1476.8,0,FEMALE,MD,movies,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,4,3,YES,0,0,NO,13800,11800,44000,Jeep,2002,N,2006
83,25,OH,A,500,935.78,1000000,FEMALE,Masters,polo,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,1,1,?,2,1,YES,1290,0,19660,Ford,1997,N,2004
507,66,IL,C,2000,1433.21,6000000,MALE,Associate,base-jumping,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,1,1,?,2,1,YES,5700,4400,49330,Audi,1999,N,2011
106,32,OH,C,1000,1180.49,0,FEMALE,High School,polo,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,12,1,NO,1,2,YES,23200,15690,42880,Honda,2014,N,2007
67,36,OH,C,500,1764.04,2000000,FEMALE,High School,movies,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,15,3,YES,2,2,YES,9610,6210,81780,Saab,2010,N,2002
118,31,OH,A,2000,1298.48,5000000,FEMALE,High School,movies,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,21,2,NO,1,3,YES,11630,13700,62300,Jeep,1992,N,2006
243,45,IL,C,1000,1347.21,2000000,MALE,High School,base-jumping,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,18,2,NO,2,1,YES,15200,13800,33500,Ford,2006,N,1990
165,38,OH,B,500,902.56,4000000,FEMALE,Associate,paintball,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,8,2,NO,1,2,NO,3300,4010,8200,Chevrolet,2004,N,1995
21,26,IN,B,1000,954.46,1000000,MALE,College,dancing,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,3,2,YES,0,0,YES,11300,7420,38800,Nissan,2005,N,2011
257,50,OH,A,1000,1298.32,0,MALE,MD,basketball,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,14,1,NO,1,2,NO,1370,4500,37290,Accura,2007,N,2006
188,30,IL,A,2000,1133.88,0,MALE,MD,paintball,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,17,2,?,2,0,NO,12700,18200,38400,Nissan,2004,N,2004
4,33,IN,B,500,1225.73,0,FEMALE,Associate,movies,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,17,1,?,1,0,YES,6480,7660,75400,Saab,2007,N,2002
200,25,OH,C,1000,1270.33,0,FEMALE,High School,polo,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,7,2,NO,0,2,YES,17600,22810,63500,Honda,2008,N,2007
134,34,IN,A,1000,1340.13,0,MALE,MD,hiking,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,19,1,?,1,1,YES,13990,9100,59040,Accura,2000,N,2008
66,29,IN,A,2000,1586.95,0,FEMALE,College,board-games,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,10,2,YES,1,1,NO,12110,11750,68190,Jeep,2010,N,2007
23,34,IL,B,500,1183.15,0,FEMALE,Associate,reading,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,16,3,?,2,1,NO,9800,10200,23870,Suburu,2000,N,2011
25,39,IN,B,1000,781.25,0,FEMALE,High School,golf,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,11,2,?,2,3,YES,15270,11600,61430,Dodge,2001,N,1996
127,28,IN,A,2000,977.19,0,FEMALE,Masters,dancing,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,4,3,YES,0,1,NO,1200,12300,760,Dodge,1992,N,1998
472,51,IL,B,500,1279.61,1000000,MALE,Masters,dancing,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,16,1,NO,1,0,YES,7400,6900,30600,Dodge,1996,N,1991
322,52,OH,A,500,753.66,5000000,MALE,Masters,sleeping,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,13,1,?,1,3,NO,5000,0,34100,Mercedes,2013,N,1993
94,35,IN,C,500,1229.89,0,MALE,High School,basketball,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,7,3,?,0,4,NO,10000,5100,36400,Volkswagen,1995,N,2005
93,38,IL,B,500,1175.34,0,FEMALE,College,camping,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,23,2,NO,1,3,NO,3800,7030,59400,BMW,2015,N,2014
446,57,IN,A,2000,1222.55,1000000,MALE,College,sleeping,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,8,3,NO,0,1,NO,7600,15300,67600,Jeep,2011,N,1992
396,51,OH,A,1000,1157.52,0,FEMALE,JD,base-jumping,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,10,3,NO,1,2,NO,0,100,39000,Suburu,1995,N,2008
267,38,IL,A,500,1184.96,0,FEMALE,MD,movies,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,3,3,YES,1,1,NO,740,14200,36700,Jeep,2003,N,2006
322,58,IN,B,2000,1564.02,0,FEMALE,Associate,bungie-jumping,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,16,3,YES,0,1,NO,17300,7350,72350,Audi,2008,N,2002
39,31,IL,A,500,953.66,0,FEMALE,JD,golf,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,3,1,YES,0,2,NO,8000,1200,5170,Saab,2002,N,2008
276,40,IL,A,500,1707.2,1000000,FEMALE,MD,movies,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,20,1,?,2,2,YES,4210,7400,43710,Jeep,2014,N,1994
154,32,IN,B,500,985.12,0,FEMALE,Associate,movies,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,16,2,?,1,2,YES,11260,10000,61400,Saab,1999,N,2002
428,54,OH,A,1000,994.92,5000000,FEMALE,PhD,bungie-jumping,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,6,3,?,2,2,YES,13800,14200,31700,Ford,2008,N,1996
212,36,IN,C,500,831.26,3000000,MALE,High School,reading,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,11,1,NO,1,1,YES,11900,10830,57740,Suburu,2011,N,2004
302,45,IL,B,500,1407.35,0,MALE,High School,yachting,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,15,4,NO,0,1,NO,15000,10300,40100,Suburu,1999,N,2002
226,36,IN,C,500,1409.46,0,FEMALE,JD,reading,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,12,2,YES,1,0,YES,8700,2200,48120,Mercedes,1996,N,2012
278,45,IN,A,500,1385.17,0,MALE,PhD,polo,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,22,1,?,0,2,NO,3700,8980,35440,Chevrolet,1995,N,1996
64,23,IN,C,2000,1126.15,0,FEMALE,High School,board-games,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,3,3,?,1,3,NO,8090,12900,40350,Honda,2001,N,2006
198,36,OH,B,1000,1079.08,0,FEMALE,College,dancing,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,22,2,?,2,3,YES,5600,8600,30000,Nissan,1996,N,2000
289,40,OH,C,1000,1190.98,0,FEMALE,College,kayaking,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,4,2,?,0,1,YES,10900,17300,27430,Honda,1998,N,2005
432,50,OH,B,500,1068.35,0,MALE,JD,camping,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,15,2,?,1,3,YES,10400,5600,35490,Honda,2007,N,2007
57,19,IL,C,2000,1422.83,0,FEMALE,Masters,dancing,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,0,3,NO,1,2,YES,11600,6680,35400,Nissan,2012,N,1996
387,57,IN,A,1000,1135.41,0,FEMALE,High School,bungie-jumping,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,17,2,NO,2,0,NO,10800,12400,55850,Volkswagen,2003,N,1992
43,29,IN,B,1000,1297.02,0,MALE,High School,board-games,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,22,2,NO,0,2,YES,9400,20300,55900,Volkswagen,2000,N,1992
264,30,IL,C,1000,1278.16,0,FEMALE,High School,golf,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,8,1,?,2,0,NO,3900,8700,55390,Saab,1992,N,2000
253,38,IL,C,1000,1478.64,0,FEMALE,Masters,golf,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,16,5,YES,0,3,YES,4900,8100,89380,Nissan,2010,N,2003
200,39,IL,A,1000,1469.16,1000000,MALE,Masters,movies,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,11,3,?,1,3,YES,11600,11600,73730,Jeep,1993,N,2006
280,41,IL,A,2000,1106.35,1000000,FEMALE,JD,bungie-jumping,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,22,2,?,1,0,NO,0,2000,19100,Audi,2008,N,2013
89,30,IL,B,2000,1669.13,1000000,FEMALE,High School,exercise,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,4,1,NO,1,1,YES,1640,2100,62800,Audi,2007,N,2000
128,22,OH,B,500,1010.77,0,MALE,MD,reading,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,8,1,NO,0,1,NO,4230,7890,54800,Dodge,1993,N,1999
121,26,IL,C,2000,2111.05,0,FEMALE,High School,skydiving,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,12,1,?,2,2,NO,9500,9130,22990,Jeep,2003,N,1996
339,61,IL,C,2000,999.8,0,FEMALE,High School,yachting,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,12,1,YES,0,0,NO,5600,14400,51100,Chevrolet,1994,N,2002
21,24,IN,A,1000,877.41,6000000,MALE,JD,hiking,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,9,3,YES,2,1,NO,5000,12000,40500,Suburu,1993,N,2002
310,53,IL,B,2000,1253.71,1000000,FEMALE,PhD,kayaking,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,23,1,?,0,2,YES,9600,3220,51150,Chevrolet,2008,N,2001
86,25,IL,A,2000,1303.57,2000000,FEMALE,College,paintball,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,19,4,?,2,2,NO,9700,11600,16300,Dodge,2011,N,2005
34,21,OH,C,500,1777.91,0,MALE,High School,base-jumping,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,6,3,NO,1,0,YES,0,5800,45600,Ford,2003,N,2000
265,44,OH,A,500,1252.99,0,MALE,MD,basketball,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,21,1,NO,0,0,NO,0,3200,41430,Accura,2001,N,2006
209,39,OH,A,2000,1613.3,0,MALE,MD,dancing,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,3,1,?,1,2,NO,14040,1760,17910,BMW,2015,N,1991
220,37,IL,A,2000,931.3,0,FEMALE,Associate,yachting,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,18,4,YES,1,1,YES,11660,4600,51900,BMW,2009,N,2004
352,51,IL,B,500,1157.15,2000000,MALE,Associate,board-games,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,12,3,?,1,2,NO,7000,5900,39700,Mercedes,1997,N,2006
208,38,IN,A,1000,997.07,1000000,FEMALE,JD,kayaking,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,7,1,NO,0,2,YES,17900,7300,50400,Nissan,2004,N,1992
81,38,IN,C,2000,1603.62,0,MALE,Masters,golf,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,24,4,YES,0,3,YES,13230,9300,43590,Toyota,2005,N,1996
215,31,OH,B,500,1404.73,1000000,FEMALE,Masters,bungie-jumping,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,5,2,?,2,4,YES,1530,7100,49890,Suburu,1994,N,2003
83,24,OH,C,1000,1619.86,0,MALE,High School,base-jumping,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,17,4,NO,2,1,YES,8700,2640,37100,Ford,2002,N,2000
368,55,IL,C,1000,1349.52,1000000,MALE,High School,yachting,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,13,4,NO,1,0,NO,17200,5480,50070,Saab,1995,N,1992
272,32,OH,B,500,461.59,0,MALE,MD,movies,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,10,1,YES,1,1,YES,13120,8500,58890,Ford,1999,N,1990
274,40,IL,B,500,1688.11,6000000,FEMALE,PhD,skydiving,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,10,1,YES,1,3,NO,9100,12900,36700,BMW,1992,N,1995
100,23,IN,A,500,1283.42,0,MALE,JD,exercise,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,9,1,YES,1,2,YES,6100,11840,52900,Ford,1999,N,2009
113,39,IL,A,2000,1190.86,3000000,FEMALE,JD,bungie-jumping,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,12,3,?,0,0,NO,1100,0,18900,Audi,2005,N,2013
272,44,OH,A,2000,1461.77,2000000,MALE,MD,reading,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,4,2,NO,0,1,NO,13100,15500,68200,Toyota,2004,N,1990
255,40,IL,B,500,1547.79,2000000,FEMALE,JD,video-games,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,1,4,NO,0,1,NO,0,15620,41760,Volkswagen,2012,N,2006
86,33,OH,A,500,804.89,0,FEMALE,MD,video-games,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,11,2,YES,1,2,YES,2500,9600,40300,Ford,1992,N,2001
278,40,IN,B,500,1916.19,8000000,MALE,MD,movies,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,2,2,?,0,3,YES,3470,10200,29560,Jeep,2000,N,2009
263,40,OH,C,2000,1309.43,0,FEMALE,Masters,exercise,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,12,3,NO,3,1,NO,4410,8600,29600,BMW,2013,N,2009
190,33,IL,B,500,1370.16,1000000,FEMALE,JD,golf,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,24,1,YES,1,2,YES,6560,6390,46500,Saab,2010,N,1999
22,26,IL,A,1000,1661.56,2000000,FEMALE,PhD,golf,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,23,1,NO,2,1,YES,1000,3900,24020,Toyota,2010,N,1997
37,26,IL,C,500,1550.58,0,FEMALE,College,hiking,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,12,3,YES,2,1,NO,7000,9000,45300,Dodge,2008,N,2006
372,49,IL,C,500,1052.03,0,FEMALE,High School,yachting,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,13,1,YES,1,2,NO,10680,4690,28300,Chevrolet,1999,N,2002
293,43,IL,A,1000,1341.98,0,FEMALE,MD,exercise,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,13,2,NO,1,1,NO,13880,10910,32500,Jeep,2008,N,1992
414,45,IL,A,1000,1594.98,0,FEMALE,MD,kayaking,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,15,3,YES,1,3,NO,6080,4470,43410,Saab,2008,N,1996
180,29,IN,B,500,1314.19,3000000,FEMALE,Masters,exercise,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,11,1,YES,1,3,NO,11600,18200,46900,Accura,2003,N,2009
372,58,OH,A,1000,1485.41,6000000,MALE,High School,yachting,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,9,2,YES,3,3,YES,13940,6400,5360,Volkswagen,2015,N,2007
261,37,OH,A,1000,1190.21,5000000,FEMALE,High School,yachting,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,14,3,?,2,2,NO,18300,11120,35500,Volkswagen,2012,N,2000
320,49,IL,A,1000,744.39,0,MALE,MD,board-games,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,0,1,YES,0,3,NO,10600,10250,54700,Honda,1998,N,2010
107,23,IN,A,1000,831.66,1000000,MALE,JD,golf,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,18,2,YES,2,1,NO,2100,6560,27720,Dodge,1997,N,2014
146,30,IN,A,2000,1832.49,2000000,MALE,PhD,hiking,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,22,2,YES,1,1,YES,14600,8700,68080,Jeep,2004,N,1991
332,36,OH,C,1000,1422.4,0,FEMALE,JD,polo,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,14,1,YES,2,3,NO,16920,12600,65370,Volkswagen,2015,N,2013
119,23,IN,A,500,699.91,0,MALE,MD,camping,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,13,3,YES,0,2,YES,670,8200,24100,Nissan,2008,N,2007
288,29,OH,A,1000,1167.52,2000000,FEMALE,JD,skydiving,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,21,1,NO,0,3,YES,13750,6420,55600,Dodge,2011,N,2010
129,19,IL,C,2000,950.31,1000000,FEMALE,MD,kayaking,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,11,2,NO,1,0,YES,4400,11610,40500,Volkswagen,2009,N,2003
174,49,OH,C,2000,1048.15,0,MALE,Associate,reading,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,19,2,?,0,1,NO,9950,6360,62600,Suburu,2012,N,1993
351,39,IN,A,2000,865.91,0,FEMALE,Associate,kayaking,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,12,3,?,0,3,YES,14100,18180,34700,Accura,2014,N,1990
355,48,IN,C,500,1103.45,0,FEMALE,High School,sleeping,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,9,3,?,0,1,NO,740,7900,21500,Suburu,2010,N,1996
132,39,IL,A,2000,1100.88,0,FEMALE,MD,paintball,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,18,2,YES,1,3,NO,7220,11900,32450,Saab,2010,N,2008
254,35,IL,B,1000,2107.61,0,FEMALE,High School,exercise,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,18,1,NO,1,1,YES,5940,9850,27660,Audi,1995,N,2000
340,57,OH,B,500,857.12,7000000,MALE,Associate,skydiving,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,0,1,YES,2,1,YES,9750,10300,2730,Suburu,2001,N,1998
334,53,IL,B,1000,1292.87,2000000,FEMALE,PhD,kayaking,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,11,1,?,1,0,YES,5110,7330,1630,Chevrolet,2011,N,2001
201,35,OH,C,500,1297.01,0,FEMALE,High School,polo,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,18,1,NO,0,1,YES,17980,17370,70600,Honda,2007,N,2007
165,27,IN,C,1000,1186.24,1000000,MALE,PhD,basketball,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,14,1,YES,1,3,NO,15790,13600,84990,Volkswagen,1999,N,1998
455,51,IL,B,1000,1373.51,0,FEMALE,MD,cross-fit,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,9,2,?,0,1,YES,6400,5300,67200,Saab,2014,N,2013
211,35,OH,B,2000,1076.76,1000000,FEMALE,College,camping,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,15,3,NO,2,3,NO,16800,9170,44500,Chevrolet,2004,N,1992
227,39,OH,B,500,1864.08,5000000,MALE,College,kayaking,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,14,1,?,2,1,YES,3800,9600,29700,Volkswagen,2006,N,1995
120,26,IN,B,2000,1030.87,1000000,FEMALE,College,paintball,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,21,3,YES,0,2,YES,6440,4500,10150,Saab,1999,N,2014
451,63,OH,B,500,1774.12,2000000,MALE,PhD,base-jumping,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,3,1,?,2,0,YES,10920,9390,76600,Suburu,2009,N,1998
292,39,IN,A,1000,1387.51,1000000,MALE,Masters,dancing,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,10,1,YES,0,4,YES,21040,9400,80800,Jeep,2002,N,2005
258,18,IN,B,500,684.64,1000000,FEMALE,PhD,skydiving,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,0,2,?,0,1,NO,18360,19060,90700,Dodge,2006,N,2005
69,37,IN,B,500,1081.78,0,FEMALE,Associate,movies,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,15,1,?,1,1,YES,7500,12650,57300,Saab,2001,N,2002
294,34,OH,C,1000,1371.32,0,FEMALE,MD,hiking,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,11,1,?,1,3,YES,5900,7300,33100,Toyota,1993,N,2012
381,44,OH,C,1000,1541.67,0,FEMALE,MD,polo,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,20,3,NO,2,0,YES,14100,13100,59660,Volkswagen,2006,N,1992
361,60,IL,B,1000,1205.67,0,FEMALE,JD,video-games,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,7,3,NO,2,0,NO,0,13090,47200,Volkswagen,2010,N,2006
21,37,OH,A,500,1650.79,4000000,MALE,College,hiking,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,17,1,?,0,0,YES,0,2830,61800,Ford,2004,N,2001
230,42,IN,C,1000,1759.28,0,FEMALE,High School,sleeping,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,10,2,?,0,1,NO,4880,10220,16100,Suburu,2007,N,1996
477,52,OH,A,1000,1119.54,2000000,FEMALE,JD,base-jumping,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,5,4,NO,1,2,NO,5380,2200,47510,Suburu,1993,N,2008
331,36,OH,C,1000,1109.57,0,FEMALE,Masters,exercise,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,13,1,NO,3,0,NO,3780,7600,43380,BMW,2011,N,2009
181,52,OH,B,500,1913.33,1000000,MALE,High School,sleeping,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,9,4,NO,2,1,YES,10080,13630,27000,Mercedes,1993,N,2009
24,42,IN,B,500,1372.03,1000000,FEMALE,MD,kayaking,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,16,1,YES,2,1,NO,11240,10700,19900,Ford,1997,N,1994
159,47,IN,A,1000,1661.25,0,FEMALE,PhD,camping,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,6,1,YES,0,2,YES,12600,40,39800,Saab,2012,N,2001
201,47,OH,B,2000,400.52,1000000,FEMALE,College,movies,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,12,2,?,3,1,YES,7030,4480,51600,Dodge,2003,N,1997
361,31,OH,C,1000,952.93,5000000,MALE,Associate,hiking,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,14,4,?,0,0,YES,10740,1200,57100,Suburu,2005,N,1991
